product_name;brand;product_type;unit;unit_purchase;price_per_unit;total_price;currency;date;delivery;store_location;type_store;customer_name;cashier_name
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;17;45000;765000;IDR;10/06/2023 11:41;Pickup;Tasikmalaya;Head Office;Agung Shihab;Al Harits
Water Tank;Penguin;Plumbing;Piece;7;1500000;10500000;IDR;12/02/2020 8:06;Delivery;Medan;Branch;Ayu Tanuwijaya;Ehsan Aziz
Skim Coat (Wall Putty);Drymix;Mortar;Sack;24;55000;1320000;IDR;25/05/2023 15:12;Pickup;Bandung;Branch;Kayla Kusuma;Hera Harsha
Formwork Board (Shuttering);Unbranded;Wood;Piece;45;30000;1350000;IDR;13/07/2024 11:52;Pickup;Bandung;Branch;Wawan Tanuwijaya;Anwar Arif Akhtar
PVC Pipe;Rucika;Plumbing;Meter;6;16000;96000;IDR;24/06/2024 9:02;Pickup;Jayapura;Branch;Maya Kusuma;Fauzi Ghaffar
Steel Door;WINA;Door;Piece;28;700000;19600000;IDR;15/03/2024 11:42;Pickup;Jayapura;Branch;Melania Pahlevi;Faiz Fadlurrahman
Lightweight Brick (AAC Block);Hebel;Brick;Piece;26;10000;260000;IDR;05/12/2023 9:54;Pickup;Bandung;Branch;Ananda Kusuma;Harum Hafsa
Wooden Door;Unbranded;Door;Piece;14;500000;7000000;IDR;19/09/2024 16:31;Pickup;Bandung;Branch;Agung Jayawardana;Asep Aziz
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;4;76000;304000;IDR;04/01/2022 13:00;Delivery;Jayapura;Branch;Wawan Wijaya;Latifa Laila
Roof Batten (Reng);Unbranded;Wood;Piece;35;15000;525000;IDR;25/04/2022 14:25;Delivery;Jakarta;Branch;Wawan Thalib;Erinna Elsa Elizha
Timber Beam (Kaso);Unbranded;Wood;Piece;5;25000;125000;IDR;29/10/2021 11:58;Pickup;Jakarta;Branch;Asep Wijaya;Muhammad Fikru
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;21;350000;7350000;IDR;31/01/2024 17:13;Pickup;Tasikmalaya;Head Office;Ananda Kusuma;Ayu Putri Avicenna
River Stone;Unbranded;Stone;Cubic Meter;17;330000;5610000;IDR;25/11/2023 15:39;Delivery;Jakarta;Branch;Melania Shihab;Fiona Gianna
Shovel;Camel;Tool;Piece;26;75000;1950000;IDR;07/08/2024 17:06;Pickup;Medan;Branch;Asep Wijaya;Kayla Kiki Lena
Hammer;Lippro;Tool;Piece;30;50000;1500000;IDR;26/10/2021 8:00;Pickup;Tasikmalaya;Head Office;Asep Thalib;Ayu Putri Avicenna
Roof Batten (Reng);Unbranded;Wood;Piece;33;15000;495000;IDR;24/03/2020 9:32;Delivery;Bandung;Branch;Maya Ubaid;Hera Harsha
Tile Adhesive Mortar;AM;Mortar;Sack;17;60000;1020000;IDR;18/12/2024 11:25;Delivery;Bandung;Branch;Wawan Syaiban;Harum Hafsa
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;44;350000;15400000;IDR;19/04/2021 10:17;Delivery;Bandung;Branch;Ananda Thalib;Hera Harsha
Shower;American Standard;Sanitary;Set;20;200000;4000000;IDR;28/06/2022 11:12;Pickup;Jayapura;Branch;Agus Tanuwijaya;Fauzi Ghaffar
GRC Board;KalsiBoard;Ceiling;Sheet;22;70000;1540000;IDR;21/09/2022 8:43;Delivery;Surabaya;Branch;Ferry Pahlevi;Agus Cahyadi
Sitting Toilet;TOTO;Sanitary;Piece;6;1200000;7200000;IDR;17/02/2024 17:02;Pickup;Tasikmalaya;Head Office;Ananda Syaiban;Naura Aliya Lestari
Holcim 40 kg;Holcim;Cement;Sack;16;56000;896000;IDR;26/08/2022 8:59;Delivery;Surabaya;Branch;Agung Syaiban;Isabell Inaya
Shower;American Standard;Sanitary;Set;46;200000;9200000;IDR;09/06/2022 12:46;Delivery;Denpasar;Branch;Kayla Thalib;Permata Qaila
Masonry Sand;Unbranded;Sand;Cubic Meter;18;250000;4500000;IDR;13/11/2024 9:04;Pickup;Denpasar;Branch;Agus Malaka;Ilyas Jabar
Granite Tile;Indogress;Tile;Box;19;150000;2850000;IDR;18/01/2024 12:19;Pickup;Bandung;Branch;Tono Malaka;Anwar Arif Akhtar
Gypsum Board;Jayaboard;Ceiling;Sheet;43;60000;2580000;IDR;11/09/2021 12:59;Pickup;Jakarta;Branch;Maya Thalib;Ahmad Adam
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;25;64000;1600000;IDR;19/02/2024 13:27;Delivery;Jakarta;Branch;Hendra Ubaid;Erinna Elsa Elizha
River Stone;Unbranded;Stone;Cubic Meter;25;330000;8250000;IDR;04/01/2021 13:00;Delivery;Jayapura;Branch;Agung Syaiban;Marshanda Maharani
Clay Roof Tile;Kanmuri;Roof Covering;Piece;26;2000;52000;IDR;28/07/2021 13:40;Pickup;Surabaya;Branch;Syifa Kusuma;Isabell Inaya
Masonry Sand;Unbranded;Sand;Cubic Meter;39;250000;9750000;IDR;06/10/2020 15:31;Delivery;Bandung;Branch;Ayu Thalib;Asep Aziz
Screwdriver Set;Tekiro;Tool;Set;17;40000;680000;IDR;16/12/2022 11:33;Delivery;Denpasar;Branch;Agung Shihab;Ilyas Jabar
Holcim 50 kg;Holcim;Cement;Sack;9;68000;612000;IDR;07/06/2022 14:35;Delivery;Denpasar;Branch;Hendra Jayawardana;Permata Qaila
Steel Door;WINA;Door;Piece;10;700000;7000000;IDR;23/11/2022 13:54;Delivery;Jakarta;Branch;Ayu Shihab;Erinna Elsa Elizha
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;28;50000;1400000;IDR;20/11/2023 16:02;Pickup;Jayapura;Branch;Maya Malaka;Marshanda Maharani
Holcim 40 kg;Holcim;Cement;Sack;38;56000;2128000;IDR;21/05/2022 9:34;Delivery;Bandung;Branch;Tono Wijaya;Harum Hafsa
PVC Door;Maspion;Door;Piece;48;350000;16800000;IDR;24/12/2021 8:51;Delivery;Jayapura;Branch;Nina Kusuma;Fauzi Ghaffar
Gresik 40 kg;Gresik;Cement;Sack;3;57000;171000;IDR;24/12/2020 11:06;Delivery;Jayapura;Branch;Maya Shihab;Faiz Fadlurrahman
Formwork Board (Shuttering);Unbranded;Wood;Piece;46;30000;1380000;IDR;08/02/2023 9:34;Delivery;Bandung;Branch;Budi Jayawardana;Asep Aziz
Power Outlet;Panasonic;Electrical;Piece;46;20000;920000;IDR;17/04/2020 16:29;Pickup;Denpasar;Branch;Ananda Kusuma;Ibrahim Iman
Steel Door;WINA;Door;Piece;28;700000;19600000;IDR;11/09/2024 15:18;Pickup;Jakarta;Branch;Tono Kusuma;Fiona Gianna
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;2;76000;152000;IDR;27/04/2021 11:51;Pickup;Jayapura;Branch;Ananda Kusuma;Faiz Fadlurrahman
Holcim 40 kg;Holcim;Cement;Sack;46;56000;2576000;IDR;28/12/2024 10:00;Pickup;Denpasar;Branch;Tono Syaiban;Ilyas Jabar
Metal Roof Tile;Multi Roof;Roof Covering;Piece;25;5000;125000;IDR;06/08/2021 10:41;Delivery;Denpasar;Branch;Azahra Tanuwijaya;Ilyas Jabar
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;7;45000;315000;IDR;16/11/2020 9:58;Pickup;Bandung;Branch;Ananda Syaiban;Asep Aziz
Pliers;Tekiro;Tool;Piece;27;35000;945000;IDR;26/04/2023 13:43;Pickup;Jakarta;Branch;Ananda Tanuwijaya;Fiona Gianna
Granite Tile;Indogress;Tile;Box;42;150000;6300000;IDR;16/04/2020 8:21;Delivery;Surabaya;Branch;Ananda Ubaid;Agus Cahyadi
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;26;90000;2340000;IDR;22/09/2020 17:05;Delivery;Denpasar;Branch;Budi Malaka;Nina Octavia
Measuring Tape;Stanley;Tool;Piece;7;30000;210000;IDR;24/07/2020 9:54;Pickup;Surabaya;Branch;Tono Jayawardana;Agus Cahyadi
Squat Toilet;INA;Sanitary;Piece;46;300000;13800000;IDR;12/05/2021 17:48;Pickup;Tasikmalaya;Head Office;Ayu Malaka;Ayu Putri Avicenna
PVC Pipe;Rucika;Plumbing;Meter;44;16000;704000;IDR;03/10/2024 16:15;Pickup;Surabaya;Branch;Budi Syaiban;Agus Cahyadi
Wheelbarrow;Artco;Tool;Piece;35;450000;15750000;IDR;24/05/2021 10:20;Delivery;Jakarta;Branch;Agus Malaka;Fiona Gianna
Wash Basin (Sink);TOTO;Sanitary;Piece;24;600000;14400000;IDR;01/02/2024 10:26;Delivery;Denpasar;Branch;Agus Tanuwijaya;Permata Qaila
Door Handle;Belleza;Lock Accessory;Piece;34;50000;1700000;IDR;04/12/2024 14:31;Delivery;Bandung;Branch;Ferry Syaiban;Harum Hafsa
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;41;90000;3690000;IDR;26/10/2022 17:06;Pickup;Tasikmalaya;Head Office;Budi Thalib;Ayu Putri Avicenna
Rebar 10mm;Gunung Steel;Steel;Meter;3;25000;75000;IDR;14/06/2023 9:45;Delivery;Denpasar;Branch;Hendra Pahlevi;Ibrahim Iman
Red Brick;Laksana;Brick;Piece;49;800;39200;IDR;24/06/2022 9:47;Pickup;Denpasar;Branch;Ayu Malaka;Nina Octavia
Squat Toilet;INA;Sanitary;Piece;22;300000;6600000;IDR;06/10/2022 11:12;Pickup;Denpasar;Branch;Aleena Kusuma;Ibrahim Iman
Door Handle;Belleza;Lock Accessory;Piece;9;50000;450000;IDR;23/05/2022 12:30;Pickup;Jayapura;Branch;Agung Pahlevi;Fauzi Ghaffar
PVC Pipe;Rucika;Plumbing;Meter;16;16000;256000;IDR;23/02/2023 11:58;Pickup;Medan;Branch;Azahra Thalib;Chairil Dhaifullah
Rebar 10mm;Gunung Steel;Steel;Meter;45;25000;1125000;IDR;10/05/2023 9:54;Delivery;Jakarta;Branch;Tono Shihab;Fiona Gianna
Door Hinge;Belleza;Lock Accessory;Pair;32;30000;960000;IDR;07/08/2020 11:16;Pickup;Denpasar;Branch;Erna Malaka;Nina Octavia
PVC Door;Maspion;Door;Piece;49;350000;17150000;IDR;07/04/2021 14:16;Pickup;Tasikmalaya;Head Office;Budi Thalib;Naura Aliya Lestari
Rebar 6mm;Krakatau Steel;Steel;Meter;40;15000;600000;IDR;24/05/2021 13:31;Delivery;Tasikmalaya;Head Office;Ananda Kusuma;Ayu Putri Avicenna
Rebar 8mm;Master Steel;Steel;Meter;49;20000;980000;IDR;05/11/2021 10:13;Pickup;Tasikmalaya;Head Office;Ayu Syaiban;Atyla Azfa
Concrete Block;Bricon;Brick;Piece;24;5000;120000;IDR;22/11/2022 17:18;Delivery;Surabaya;Branch;Hendra Shihab;Zahra Jasmine
Gresik 50 kg;Gresik;Cement;Sack;47;70000;3290000;IDR;18/04/2020 11:31;Delivery;Jayapura;Branch;Ferry Wijaya;Marshanda Maharani
Rebar 8mm;Master Steel;Steel;Meter;16;20000;320000;IDR;13/08/2022 13:06;Delivery;Surabaya;Branch;Tono Syaiban;Zahra Jasmine
Door Hinge;Belleza;Lock Accessory;Pair;24;30000;720000;IDR;18/08/2022 9:02;Delivery;Bandung;Branch;Asep Ubaid;Harum Hafsa
Hoe;Camel;Tool;Piece;15;80000;1200000;IDR;09/05/2023 15:56;Delivery;Jakarta;Branch;Syifa Ubaid;Fiona Gianna
Paint Roller;Ace Oldfields;Paint Accessory;Piece;3;25000;75000;IDR;03/09/2022 10:43;Pickup;Jayapura;Branch;Hendra Thalib;Faiz Fadlurrahman
Gresik 40 kg;Gresik;Cement;Sack;45;57000;2565000;IDR;09/06/2020 17:05;Delivery;Jakarta;Branch;Wawan Tanuwijaya;Fiona Gianna
Concrete Sand;Unbranded;Sand;Cubic Meter;23;300000;6900000;IDR;13/12/2021 12:34;Pickup;Bandung;Branch;Asep Kusuma;Harum Hafsa
Red Brick;Laksana;Brick;Piece;8;800;6400;IDR;03/10/2020 14:33;Delivery;Surabaya;Branch;Tono Thalib;Agus Cahyadi
Sitting Toilet;TOTO;Sanitary;Piece;4;1200000;4800000;IDR;04/09/2024 13:43;Pickup;Jayapura;Branch;Erna Pahlevi;Fauzi Ghaffar
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;38;350000;13300000;IDR;04/12/2024 13:02;Pickup;Jakarta;Branch;Melania Ubaid;Fiona Gianna
Concrete Roof Tile;Monier;Roof Covering;Piece;3;3500;10500;IDR;24/11/2020 16:58;Pickup;Medan;Branch;Ferry Shihab;Kayla Kiki Lena
Door Hinge;Belleza;Lock Accessory;Pair;3;30000;90000;IDR;16/03/2020 16:22;Delivery;Jakarta;Branch;Ayu Kusuma;Erinna Elsa Elizha
Hand Saw;Tekiro;Tool;Piece;39;60000;2340000;IDR;05/04/2021 8:14;Pickup;Jakarta;Branch;Syifa Syaiban;Erinna Elsa Elizha
Masonry Sand;Unbranded;Sand;Cubic Meter;6;250000;1500000;IDR;25/07/2022 8:04;Pickup;Denpasar;Branch;Ferry Kusuma;Ibrahim Iman
Wash Basin (Sink);TOTO;Sanitary;Piece;18;600000;10800000;IDR;07/01/2022 15:44;Delivery;Denpasar;Branch;Maya Shihab;Ibrahim Iman
Tile Adhesive Mortar;AM;Mortar;Sack;5;60000;300000;IDR;24/10/2022 17:46;Delivery;Medan;Branch;Maya Kusuma;Kayla Kiki Lena
Conduit Pipe;Clipsal;Electrical;Meter;28;7000;196000;IDR;08/11/2024 13:07;Pickup;Surabaya;Branch;Aleena Jayawardana;Isabell Inaya
Wash Basin (Sink);TOTO;Sanitary;Piece;18;600000;10800000;IDR;19/01/2024 12:06;Delivery;Jakarta;Branch;Syifa Kusuma;Fiona Gianna
Squat Toilet;INA;Sanitary;Piece;7;300000;2100000;IDR;12/04/2021 14:51;Delivery;Medan;Branch;Agus Syaiban;Chairil Dhaifullah
Paint Roller;Ace Oldfields;Paint Accessory;Piece;21;25000;525000;IDR;29/02/2024 16:03;Delivery;Surabaya;Branch;Wawan Thalib;Isabell Inaya
Wall Putty (Filler);Matex;Paint Accessory;Kg;27;20000;540000;IDR;01/08/2023 11:24;Pickup;Bandung;Branch;Agus Wijaya;Asep Aziz
PVC Pipe;Wavin;Plumbing;Meter;26;15000;390000;IDR;27/02/2020 15:38;Pickup;Bandung;Branch;Tono Jayawardana;Harum Hafsa
Steel Door;WINA;Door;Piece;46;700000;32200000;IDR;11/05/2022 9:31;Pickup;Jayapura;Branch;Wawan Ubaid;Fauzi Ghaffar
Door Lock;Solid;Lock;Set;41;100000;4100000;IDR;07/03/2022 16:50;Delivery;Surabaya;Branch;Nina Shihab;Zahra Jasmine
PVC Door;Maspion;Door;Piece;34;350000;11900000;IDR;19/12/2023 11:43;Delivery;Medan;Branch;Nina Tanuwijaya;Kayla Kiki Lena
Pliers;Tekiro;Tool;Piece;3;35000;105000;IDR;05/09/2023 11:07;Delivery;Jakarta;Branch;Aleena Wijaya;Fiona Gianna
Paint Roller;Ace Oldfields;Paint Accessory;Piece;46;25000;1150000;IDR;28/02/2023 8:27;Pickup;Medan;Branch;Agus Syaiban;Chairil Dhaifullah
Gresik 50 kg;Gresik;Cement;Sack;24;70000;1680000;IDR;13/01/2023 16:04;Pickup;Bandung;Branch;Nina Syaiban;Anwar Arif Akhtar
Holcim 40 kg;Holcim;Cement;Sack;10;56000;560000;IDR;20/05/2023 13:48;Pickup;Medan;Branch;Azahra Thalib;Kezia Karen
Electrical Cable;Supreme;Electrical;Meter;29;5000;145000;IDR;21/03/2024 8:50;Delivery;Tasikmalaya;Head Office;Ferry Thalib;Al Harits
PVC Door;Maspion;Door;Piece;7;350000;2450000;IDR;10/03/2022 8:56;Delivery;Jakarta;Branch;Ferry Ubaid;Muhammad Fikru
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;1;76000;76000;IDR;22/05/2020 12:32;Pickup;Jayapura;Branch;Hendra Kusuma;Faiz Fadlurrahman
Paint Brush;Eterna;Paint Accessory;Piece;43;15000;645000;IDR;21/12/2023 12:01;Pickup;Tasikmalaya;Head Office;Kayla Kusuma;Al Harits
Water Tank;Penguin;Plumbing;Piece;44;1500000;66000000;IDR;04/07/2020 10:17;Pickup;Tasikmalaya;Head Office;Hendra Ubaid;Ayu Putri Avicenna
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;4;45000;180000;IDR;01/08/2020 16:06;Pickup;Surabaya;Branch;Agung Kusuma;Isabell Inaya
Wheelbarrow;Artco;Tool;Piece;8;450000;3600000;IDR;10/01/2022 12:23;Pickup;Surabaya;Branch;Hendra Pahlevi;Isabell Inaya
Power Outlet;Panasonic;Electrical;Piece;24;20000;480000;IDR;22/12/2022 10:51;Pickup;Jayapura;Branch;Agung Ubaid;Faiz Fadlurrahman
Wall Putty (Filler);Matex;Paint Accessory;Kg;29;20000;580000;IDR;04/08/2020 9:43;Delivery;Jayapura;Branch;Maya Shihab;Latifa Laila
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;19;76000;1444000;IDR;23/11/2021 16:15;Pickup;Surabaya;Branch;Ayu Tanuwijaya;Burhan Bakhtiar
PVC Door;Maspion;Door;Piece;21;350000;7350000;IDR;09/11/2024 17:27;Pickup;Denpasar;Branch;Melania Malaka;Ilyas Jabar
Screwdriver Set;Tekiro;Tool;Set;3;40000;120000;IDR;25/01/2020 14:28;Pickup;Denpasar;Branch;Budi Kusuma;Ibrahim Iman
Electrical Cable;Supreme;Electrical;Meter;4;5000;20000;IDR;19/06/2023 9:06;Delivery;Denpasar;Branch;Budi Ubaid;Ilyas Jabar
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;11;15000;165000;IDR;30/04/2020 15:42;Pickup;Tasikmalaya;Head Office;Melania Wijaya;Atyla Azfa
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;43;45000;1935000;IDR;06/09/2022 16:34;Delivery;Tasikmalaya;Head Office;Ananda Kusuma;Atyla Azfa
Timber Beam (Kaso);Unbranded;Wood;Piece;9;25000;225000;IDR;20/04/2021 16:54;Pickup;Jakarta;Branch;Tono Malaka;Erinna Elsa Elizha
PVC Pipe;Rucika;Plumbing;Meter;2;16000;32000;IDR;20/09/2023 16:38;Delivery;Denpasar;Branch;Nina Ubaid;Ibrahim Iman
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;36;350000;12600000;IDR;06/11/2021 8:47;Delivery;Medan;Branch;Ferry Jayawardana;Kayla Kiki Lena
Paint Brush;Eterna;Paint Accessory;Piece;48;15000;720000;IDR;04/10/2022 15:59;Delivery;Jayapura;Branch;Aleena Shihab;Marshanda Maharani
Concrete Roof Tile;Monier;Roof Covering;Piece;38;3500;133000;IDR;14/10/2023 15:21;Delivery;Bandung;Branch;Hendra Wijaya;Anwar Arif Akhtar
Plastering Float;Lippro;Tool;Piece;38;30000;1140000;IDR;01/01/2022 11:19;Pickup;Tasikmalaya;Head Office;Kayla Pahlevi;Naura Aliya Lestari
Lightweight Brick (AAC Block);Hebel;Brick;Piece;2;10000;20000;IDR;03/05/2021 11:18;Delivery;Bandung;Branch;Erna Tanuwijaya;Anwar Arif Akhtar
Hammer;Lippro;Tool;Piece;31;50000;1550000;IDR;19/02/2024 14:10;Pickup;Jakarta;Branch;Ananda Wijaya;Ahmad Adam
Gypsum Board;Jayaboard;Ceiling;Sheet;1;60000;60000;IDR;27/12/2023 10:27;Delivery;Jayapura;Branch;Melania Jayawardana;Latifa Laila
Door Handle;Belleza;Lock Accessory;Piece;34;50000;1700000;IDR;22/06/2024 14:24;Delivery;Tasikmalaya;Head Office;Ferry Shihab;Atyla Azfa
Concrete Sand;Unbranded;Sand;Cubic Meter;25;300000;7500000;IDR;19/05/2021 8:51;Delivery;Surabaya;Branch;Ananda Tanuwijaya;Isabell Inaya
Wooden Door;Unbranded;Door;Piece;27;500000;13500000;IDR;01/02/2020 8:04;Pickup;Medan;Branch;Ayu Wijaya;Ehsan Aziz
Gypsum Board;Jayaboard;Ceiling;Sheet;36;60000;2160000;IDR;10/01/2020 16:51;Delivery;Bandung;Branch;Ananda Thalib;Anwar Arif Akhtar
Holcim 40 kg;Holcim;Cement;Sack;27;56000;1512000;IDR;24/04/2021 13:25;Pickup;Bandung;Branch;Maya Pahlevi;Harum Hafsa
Wooden Door;Unbranded;Door;Piece;14;500000;7000000;IDR;20/11/2020 15:44;Delivery;Medan;Branch;Tono Syaiban;Ehsan Aziz
Door Hinge;Belleza;Lock Accessory;Pair;47;30000;1410000;IDR;28/10/2022 10:12;Pickup;Medan;Branch;Tono Pahlevi;Chairil Dhaifullah
Lightweight Brick (AAC Block);Hebel;Brick;Piece;10;10000;100000;IDR;18/11/2024 16:55;Delivery;Jakarta;Branch;Azahra Kusuma;Ahmad Adam
Rebar 6mm;Krakatau Steel;Steel;Meter;4;15000;60000;IDR;10/11/2021 14:07;Pickup;Surabaya;Branch;Nina Syaiban;Zahra Jasmine
Ceramic Tile;Roman;Tile;Box;40;75000;3000000;IDR;11/05/2022 14:43;Delivery;Jayapura;Branch;Ananda Thalib;Faiz Fadlurrahman
Plastering Float;Lippro;Tool;Piece;50;30000;1500000;IDR;06/08/2021 12:50;Delivery;Jakarta;Branch;Melania Shihab;Muhammad Fikru
PVC Pipe;Rucika;Plumbing;Meter;16;16000;256000;IDR;11/04/2022 12:21;Pickup;Jayapura;Branch;Erna Syaiban;Marshanda Maharani
Wall Putty (Filler);Matex;Paint Accessory;Kg;46;20000;920000;IDR;11/07/2023 15:11;Pickup;Medan;Branch;Aleena Ubaid;Chairil Dhaifullah
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;7;45000;315000;IDR;29/06/2021 14:30;Pickup;Medan;Branch;Kayla Jayawardana;Kezia Karen
PVC Door;Maspion;Door;Piece;22;350000;7700000;IDR;06/04/2023 13:32;Delivery;Surabaya;Branch;Agus Syaiban;Zahra Jasmine
Roof Batten (Reng);Unbranded;Wood;Piece;36;15000;540000;IDR;02/01/2024 15:30;Pickup;Tasikmalaya;Head Office;Tono Ubaid;Atyla Azfa
Wash Basin (Sink);TOTO;Sanitary;Piece;25;600000;15000000;IDR;20/12/2024 9:17;Delivery;Surabaya;Branch;Aleena Malaka;Isabell Inaya
Electrical Cable;Supreme;Electrical;Meter;34;5000;170000;IDR;14/09/2024 11:22;Delivery;Medan;Branch;Ayu Malaka;Chairil Dhaifullah
Gresik 50 kg;Gresik;Cement;Sack;6;70000;420000;IDR;19/11/2020 14:47;Pickup;Medan;Branch;Syifa Tanuwijaya;Chairil Dhaifullah
Gypsum Board;Jayaboard;Ceiling;Sheet;40;60000;2400000;IDR;17/07/2023 9:31;Pickup;Denpasar;Branch;Aleena Jayawardana;Ilyas Jabar
Conduit Pipe;Clipsal;Electrical;Meter;17;7000;119000;IDR;27/04/2022 14:15;Pickup;Jayapura;Branch;Asep Pahlevi;Fauzi Ghaffar
Sitting Toilet;TOTO;Sanitary;Piece;10;1200000;12000000;IDR;27/08/2024 9:53;Pickup;Tasikmalaya;Head Office;Aleena Wijaya;Atyla Azfa
Squat Toilet;INA;Sanitary;Piece;1;300000;300000;IDR;09/01/2021 11:31;Delivery;Surabaya;Branch;Azahra Ubaid;Burhan Bakhtiar
Holcim 40 kg;Holcim;Cement;Sack;38;56000;2128000;IDR;03/04/2020 14:58;Delivery;Bandung;Branch;Ferry Ubaid;Anwar Arif Akhtar
Wash Basin (Sink);TOTO;Sanitary;Piece;31;600000;18600000;IDR;10/02/2021 17:40;Pickup;Medan;Branch;Ferry Wijaya;Kayla Kiki Lena
Squat Toilet;INA;Sanitary;Piece;18;300000;5400000;IDR;18/03/2022 14:38;Delivery;Jakarta;Branch;Azahra Jayawardana;Erinna Elsa Elizha
Asbestos Sheet;Djabesmen;Roof Covering;Meter;11;60000;660000;IDR;23/07/2020 13:26;Pickup;Surabaya;Branch;Kayla Malaka;Isabell Inaya
PVC Pipe;Wavin;Plumbing;Meter;11;15000;165000;IDR;17/04/2024 14:56;Pickup;Bandung;Branch;Saiful Tanuwijaya;Hera Harsha
Electrical Cable;Supreme;Electrical;Meter;46;5000;230000;IDR;02/10/2021 17:41;Pickup;Jakarta;Branch;Kayla Shihab;Muhammad Fikru
Hammer;Lippro;Tool;Piece;42;50000;2100000;IDR;30/01/2023 11:09;Pickup;Jayapura;Branch;Saiful Malaka;Fauzi Ghaffar
Concrete Block;Bricon;Brick;Piece;23;5000;115000;IDR;26/08/2022 9:00;Delivery;Jayapura;Branch;Saiful Tanuwijaya;Marshanda Maharani
Paint Brush;Eterna;Paint Accessory;Piece;11;15000;165000;IDR;25/01/2022 14:35;Pickup;Surabaya;Branch;Erna Syaiban;Zahra Jasmine
Door Handle;Belleza;Lock Accessory;Piece;10;50000;500000;IDR;18/01/2020 13:27;Pickup;Denpasar;Branch;Erna Shihab;Permata Qaila
Plastering Float;Lippro;Tool;Piece;13;30000;390000;IDR;12/07/2021 15:47;Pickup;Medan;Branch;Ayu Ubaid;Kezia Karen
Electrical Cable;Supreme;Electrical;Meter;7;5000;35000;IDR;03/02/2024 14:42;Delivery;Bandung;Branch;Azahra Jayawardana;Harum Hafsa
Wooden Door;Unbranded;Door;Piece;34;500000;17000000;IDR;03/09/2024 10:54;Delivery;Medan;Branch;Tono Pahlevi;Chairil Dhaifullah
Water Faucet;Wasser;Sanitary;Piece;36;75000;2700000;IDR;08/12/2021 12:59;Delivery;Surabaya;Branch;Nina Wijaya;Zahra Jasmine
Wall Paint;Dulux;Paint;Can;17;120000;2040000;IDR;16/10/2023 16:09;Pickup;Jayapura;Branch;Erna Kusuma;Marshanda Maharani
Hoe;Camel;Tool;Piece;44;80000;3520000;IDR;12/10/2020 11:06;Pickup;Jayapura;Branch;Hendra Ubaid;Marshanda Maharani
Gresik 50 kg;Gresik;Cement;Sack;49;70000;3430000;IDR;30/03/2024 10:01;Delivery;Jayapura;Branch;Azahra Ubaid;Faiz Fadlurrahman
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;14;64000;896000;IDR;30/08/2022 12:14;Delivery;Surabaya;Branch;Melania Shihab;Agus Cahyadi
Holcim 50 kg;Holcim;Cement;Sack;45;68000;3060000;IDR;14/08/2021 16:39;Pickup;Denpasar;Branch;Syifa Shihab;Ibrahim Iman
Sitting Toilet;TOTO;Sanitary;Piece;20;1200000;24000000;IDR;13/07/2024 13:04;Pickup;Jayapura;Branch;Nina Wijaya;Faiz Fadlurrahman
Concrete Sand;Unbranded;Sand;Cubic Meter;22;300000;6600000;IDR;22/12/2023 11:56;Delivery;Denpasar;Branch;Erna Ubaid;Ibrahim Iman
Concrete Sand;Unbranded;Sand;Cubic Meter;5;300000;1500000;IDR;03/05/2022 9:23;Pickup;Bandung;Branch;Hendra Pahlevi;Asep Aziz
Trowel;Lippro;Tool;Piece;29;25000;725000;IDR;23/12/2020 16:14;Pickup;Bandung;Branch;Syifa Wijaya;Hera Harsha
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;44;90000;3960000;IDR;01/04/2020 16:37;Delivery;Surabaya;Branch;Budi Kusuma;Agus Cahyadi
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;27;50000;1350000;IDR;25/12/2020 15:20;Pickup;Tasikmalaya;Head Office;Wawan Wijaya;Ayu Putri Avicenna
Concrete Roof Tile;Monier;Roof Covering;Piece;33;3500;115500;IDR;31/08/2024 13:55;Delivery;Tasikmalaya;Head Office;Agung Syaiban;Al Harits
Wheelbarrow;Artco;Tool;Piece;16;450000;7200000;IDR;04/05/2024 11:03;Delivery;Medan;Branch;Wawan Tanuwijaya;Ehsan Aziz
Hoe;Camel;Tool;Piece;43;80000;3440000;IDR;03/06/2024 11:57;Pickup;Surabaya;Branch;Maya Kusuma;Agus Cahyadi
